"geographic_area","county","gender","age","time_period","time_period_dates","year","admits","average_tcu_score","admits_w_reported_opioid_use","of_total_admits_w_opioid_use","admits_w_diagnosed_substance_abuse_problem","of_admits_w_diagnosed_substance_abuse","admits_w_opioid_use_in_past_12_months_before_admit_1","admits_w_opioid_use_in_past_12_months_before_admit_2","state_fips","county_fips","centroid","longitude","geocoded_column"
"County","Westmoreland","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","20","4.5","9","45","15","75","6","30","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Cumberland","All","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","18","5.7","5","27.8","15","83.3","5","27.8","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Northampton","Male","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","29","5","10","34","23","79","8","27","42","095","40.7545954","-75.31263733","POINT (-75.31263733 40.7545954)"
"State","Commonwealth","Female","20 to 24 years","2020 Q2","4/1/2020-6/30/2020","2020","6","5","2","33","4","66","3","50","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Female","0 to 11 years","2022 Q3","7/1/2022-9/30/2022","2022","0","0","0","0","0","0","0","0","42","000","39.346129)","-75.16775513",
"County","Berks","Female","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","11","5.2","5","45.5","8","72.7","6","54.5","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"State","Commonwealth","Male","25 to 29 years","2018 Q3","7/1/2018-9/30/2018","2018","424","4.8","122","28.8","328","77.4","146","34.4","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Pike","All","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","12","5.9","2","16","10","83","3","25","42","103","41.332572","-75.03270721","POINT (-75.03270721 41.332572)"
"County","Montgomery","All","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","109","3.9","26","23.9","76","69.7","29","26.6","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Blair","Male","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","23","7.1","15","65","23","100","11","47","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Northampton","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","51","4.3","9","17.6","35","68.6","10","19.6","42","095","40.7545954","-75.31263726","POINT (-75.31263726 40.7545954)"
"County","Union","Female","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","3","8","2","66.7","3","100","3","100","42","119","40.96473131","-77.06415803","POINT (-77.06415803 40.96473131)"
"County","Snyder","All","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","6","6.2","2","33.3","6","100","4","66.7","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Crawford","Female","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","4","3.4","0","0","2","50","2","50","42","039","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"County","Indiana","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","6","6.3","4","66","5","83","3","50","42","063","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"County","Bedford","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","6","7.8","3","50","6","100","4","66","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Lancaster","Female","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","3","3.3","0","0","2","66","1","33","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"County","Mifflin","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","0","0","0","0","0","0","0","0","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Lackawanna","Female","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","14","5.7","8","57.1","12","85.7","9","64.3","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"County","Clinton","All","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","12","6.9","7","58","12","100","7","58","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Tioga","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","3","7.3","3","100","3","100","3","100","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Indiana","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","12","6","4","33","11","91","5","41","42","063","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"County","Beaver","Male","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","8","6","2","25","7","87.5","4","50","42","007","40.68349245","-80.35107356","POINT (-80.35107356 40.68349245)"
"County","Wyoming","Female","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","0","0","0","0","0","0","0","0","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Schuylkill","Female","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","29","6.1","16","55.2","27","93.1","17","58.6","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"County","Bradford","All","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","39","5.3","12","30.8","33","84.6","16","41","42","015","41.79117814","-76.51825624","POINT (-76.51825624 41.79117814)"
"County","Montgomery","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","83","4.2","19","22.9","62","74.7","24","28.9","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Forest","Male","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","0","0","0","0","0","0","0","0","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Snyder","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","38","5.5","16","42.1","33","86.8","18","47.4","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Chester","Female","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","7","5.9","0","0","5","71","4","57","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Mercer","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","1","6","0","0","1","100","1","100","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Chester","Male","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","195","4.3","42","21.5","137","70.3","55","28.2","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Cumberland","All","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","8","4.3","3","37","5","62","3","37","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Lebanon","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","28","4.4","10","35","20","71","7","25","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Indiana","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","4","6.3","2","50","4","100","1","25","42","063","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"County","Franklin","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","160","4.5","41","25.6","119","74.4","54","33.8","42","055","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Berks","All","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","334","3.4","62","18.6","199","59.6","81","24.3","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Columbia","All","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","9","5.8","5","55","7","77","4","44","42","037","41.04912086","-76.41001892","POINT (-76.41001892 41.04912086)"
"State","Commonwealth","Male","0 to 11 years","2017 Q3","7/1/2017-9/30/2017","2017","0","0","0","0","0","0","0","0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Butler","All","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","16","6.6","10","62","16","100","6","37","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"County","Potter","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","3","3.3","0","0","2","66.7","0","0","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Perry","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","11","5.6","5","45","9","81","3","27","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"County","Allegheny","Female","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","3","6","2","66","2","66","1","33","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Carbon","Female","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","3","8","0","0","3","100","3","100","42","025","40.91936701","-75.7110672","POINT (-75.7110672 40.91936701)"
"County","Wyoming","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","8","8","7","87","8","100","2","25","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Blair","Female","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","15","7.7","11","73.3","14","93.3","12","80","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Columbia","Male","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","7","2.9","0","0","4","57.1","1","14.3","42","037","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Schuylkill","Male","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","30","5.4","12","40","24","80","6","20","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"County","Bucks","All","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","32","5.7","16","50","24","75","16","50","42","017","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"County","Armstrong","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","6","6.3","4","66.7","6","100","5","83.3","42","005","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Sullivan","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","0","0","0","0","0","0","0","0","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"State","Commonwealth","All","35 to 39 years","2016 Q1","1/1/2016-3/31/2016","2016","356","4.4","111","31.2","264","74.2","128","36","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Male","25 to 29 years","2021 Q2","4/1/2021-6/30/2021","2021","224","5.6","116","51","177","79","89","39","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lackawanna","All","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","295","4.6","83","28.1","218","73.9","101","34.2","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"State","Commonwealth","All","50 to 55 years","2016 Annual","1/1/2016-12/31/2016","2016","602","4.1","92","15.3","390","64.8","138","22.9","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Butler","All","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","14","4.4","4","28.6","9","64.3","5","35.7","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"County","Bedford","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","1","7","1","100","1","100","1","100","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Dauphin","Female","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","20","5.9","4","20","18","90","8","40","42","043","40.41974636","-76.77960205","POINT (-76.77960205 40.41974636)"
"State","Commonwealth","Female","40 to 44 years","2018 Q2","4/1/2018-6/30/2018","2018","31","5.5","12","38.7","25","80.6","16","51.6","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Female","12 to 19 years","2018 Q4","10/1/2018-12/31/2018","2018","2","3.5","0","0","1","50","2","100","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Allegheny","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","140","3.5","20","14.3","85","60.7","21","15","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Mifflin","Female","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","1","5","1","100","1","100","1","100","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Carbon","Male","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","2","6","1","50","2","100","1","50","42","025","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"County","Susquehanna","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","0","0","0","0","0","0","0","0","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Bedford","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","6","6.8","2","33","6","100","3","50","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Union","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","9","5.7","3","33.3","8","88.9","3","33.3","42","119","40.96473131","-77.06415803","POINT (-77.06415803 40.96473131)"
"County","Clarion","Male","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","3","3.3","1","33","2","66","1","33","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"County","Schuylkill","Male","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","48","5.7","7","14.6","43","89.6","15","31.3","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"State","Commonwealth","All","50 to 55 years","Annual","1/1/2021-12/31/2021","2021","431","5.7","246","57","348","80","139","32","42","000","39.346129)","-75.16775513",
"County","Fulton","Male","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","2","8","2","100","2","100","2","100","42","057","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"County","Lawrence","All","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","11","5.3","7","63","9","81","3","27","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"County","Clarion","Male","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","7","5.9","3","42.9","7","100","5","71.4","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"County","Cambria","All","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","32","5.1","10","31.3","27","84.4","12","37.5","42","021","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"County","Chester","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","5","5.8","0","0","5","100","2","40","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Pike","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","1","7","1","100","1","100","1","100","42","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"County","McKean","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","1","8","0","0","1","100","1","100","42","083","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Tioga","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","9","5.2","4","44.4","7","77.8","5","55.6","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Armstrong","All","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","6","7","4","66.7","6","100","6","100","42","005","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Erie","Male","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","41","5","11","26.8","34","82.9","14","34.1","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Crawford","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","23","6.6","13","56.5","20","87","16","69.6","42","039","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"State","Commonwealth","Male","45 to 49 years","2020 Q4","10/1/2020-12/31/2020","2020","69","5.4","37","53","50","72","17","24","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Potter","All","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","3","4.7","1","33.3","3","100","2","66.7","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Cumberland","All","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","29","4.6","8","27.6","20","69","9","31","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Chester","Male","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","22","5.3","10","45","17","77","6","27","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Lycoming","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","9","6.2","3","33.3","8","88.9","3","33.3","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"County","York","Female","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","5","5.4","1","20","4","80","2","40","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Lancaster","All","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","470","4.7","136","28.9","356","75.7","174","37","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
